path,name,modified_at,version_count,size,id
2023-ny-ofo/20230710-0209/Images/NY-514-80-SO-RTK/DJI_20230710113240_0470_D.JPG,DJI_20230710113240_0470_D.JPG,2025-04-18 3:00:10,2,10711040,1259462088815
2023-ny-ofo/20230710-0209/Images/NY-514-80-SO-RTK/DJI_20230710114735_0479_D.JPG,DJI_20230710114735_0479_D.JPG,2025-04-18 3:00:10,2,6742016,1259549412000
2023-ny-ofo/20230710-0209/Images/NY-514-80-SO-RTK/DJI_20230710115200_0044_D.JPG,DJI_20230710115200_0044_D.JPG,2025-04-18 3:00:12,2,8351744,1259579786017
2023-ny-ofo/20230710-0211/Images/NY-516-80-SO-RTK/DJI_20230710135312_0018_D.JPG,DJI_20230710135312_0018_D.JPG,2025-04-18 3:02:28,2,8802304,1259657441333
2023-ny-ofo/20230710-0211/Images/NY-516-80-SO-RTK/DJI_20230710140903_0255_D.JPG,DJI_20230710140903_0255_D.JPG,2025-04-18 3:02:27,2,7811072,1259735943028
2023-ny-ofo/20230710-0211/Images/NY-516-80-SO-RTK/DJI_20230710141951_0046_D.JPG,DJI_20230710141951_0046_D.JPG,2025-04-18 3:02:27,2,9883648,1259822053534
2023-ny-ofo/20230710-0211/Images/NY-516-80-SO-RTK/DJI_20230710142125_0137_D.JPG,DJI_20230710142125_0137_D.JPG,2025-04-18 3:02:27,2,7995392,1259835638391
2023-ny-ofo/20230711-0180/Images/NY-97-80-NS-RTK/100_0003_0076.JPG,100_0003_0076.JPG,2025-04-18 3:07:09,2,8404002,1259974121970
2023-ny-ofo/20230711-0180/Images/NY-97-80-NS-RTK/100_0003_0083.JPG,100_0003_0083.JPG,2025-04-18 3:07:09,2,8504155,1259972050965
2023-ny-ofo/20230711-0182/Images/NY-96-120-RTK/100_0002_0010.JPG,100_0002_0010.JPG,2025-04-18 3:09:39,2,8680914,1259943831235
2023-ny-ofo/20230711-0182/Images/NY-96-120-RTK/100_0002_0040.JPG,100_0002_0040.JPG,2025-04-18 3:09:44,2,8558208,1259947814867
2023-ny-ofo/20230711-0182/Images/NY-96-120-RTK/100_0002_0316.JPG,100_0002_0316.JPG,2025-04-18 3:09:38,2,8622063,1259964739317
2023-ny-ofo/20230711-0182/Images/NY-96-120-RTK/100_0002_0348.JPG,100_0002_0348.JPG,2025-04-18 3:09:45,2,8548086,1259973246051
2023-ny-ofo/20230711-0183/Images/NY-97-120-RTK/100_0001_0185.JPG,100_0001_0185.JPG,2025-04-18 3:26:10,2,8486977,1259964511084
2023-ny-ofo/20230711-0183/Images/NY-97-120-RTK/100_0001_0416.JPG,100_0001_0416.JPG,2025-04-18 3:26:10,2,8409732,1259983249245
2023-ny-ofo/20230711-0183/Images/NY-97-120-RTK/100_0002_0019.JPG,100_0002_0019.JPG,2025-04-18 3:26:10,2,8346460,1259992828386
2023-ny-ofo/20230711-0183/Images/NY-97-120-RTK/100_0002_0244.JPG,100_0002_0244.JPG,2025-04-18 3:26:10,2,8541448,1259995698629
2023-ny-ofo/20230711-0184/Images/NY-96-80-EW-RTK/100_0006_0111.JPG,100_0006_0111.JPG,2025-04-18 3:28:32,2,8576947,1259937705773
2023-ny-ofo/20230711-0185/Images/NY-97-80-EW-RTK/100_0004_0173.JPG,100_0004_0173.JPG,2025-04-18 3:29:53,2,8568220,1259980610939
2023-ny-ofo/20230711-0185/Images/NY-97-80-EW-RTK/100_0004_0182.JPG,100_0004_0182.JPG,2025-04-18 3:29:55,2,8581651,1259981167762
2023-ny-ofo/20230711-0187/Images/NY-96-80-NS-RTK/100_0001_0106.JPG,100_0001_0106.JPG,2025-04-18 3:41:45,2,8418128,1259962614716
2023-ny-ofo/20230711-0187/Images/NY-96-80-NS-RTK/100_0001_0113.JPG,100_0001_0113.JPG,2025-04-18 3:41:45,2,8701425,1259956967680
2023-ny-ofo/20230711-0187/Images/NY-96-80-NS-RTK/100_0001_0229.JPG,100_0001_0229.JPG,2025-04-18 3:41:46,2,8573194,1259971086528
2023-ny-ofo/20230711-0208/Images/NY-520-80-SO-RTK/DJI_20230711102111_0656_D.JPG,DJI_20230711102111_0656_D.JPG,2025-04-18 3:46:49,2,8810496,1259801121073
2023-ny-ofo/20230711-0208/Images/NY-520-80-SO-RTK/DJI_20230711102455_0009_D.JPG,DJI_20230711102455_0009_D.JPG,2025-04-18 3:46:55,2,7843840,1259841192875
2023-ny-ofo/20230711-0208/Images/NY-520-80-SO-RTK/DJI_20230711103155_0456_D.JPG,DJI_20230711103155_0456_D.JPG,2025-04-18 3:46:51,2,8544256,1259910313217
2023-ny-ofo/20230711-0208/Images/NY-520-80-SO-RTK/DJI_20230711103830_0076_D.JPG,DJI_20230711103830_0076_D.JPG,2025-04-18 3:46:49,2,7299072,1259922995077
2023-ny-ofo/20230711-0210/Images/NY-521-80-SO-RTK-INCOMPLETE/DJI_20230711104930_0131_D.JPG,DJI_20230711104930_0131_D.JPG,2025-04-18 3:52:33,2,8953856,1259733575883
2023-ny-ofo/20230711-0210/Images/NY-521-80-SO-RTK-INCOMPLETE/DJI_20230711104942_0155_D.JPG,DJI_20230711104942_0155_D.JPG,2025-04-18 3:52:32,2,8261632,1259741683076
2023-ny-ofo/20230711-0210/Images/NY-521-80-SO-RTK-INCOMPLETE/DJI_20230711105022_0205_D.JPG,DJI_20230711105022_0205_D.JPG,2025-04-18 3:52:34,2,7688192,1259746376475
2023-ny-ofo/20230711-0210/Images/NY-521-80-SO-RTK-INCOMPLETE/DJI_20230711105100_0278_D.JPG,DJI_20230711105100_0278_D.JPG,2025-04-18 3:52:33,2,7458816,1259784713918
2023-ny-ofo/20230711-0212/Images/NY-521-70-EW-RTK/100_0005_0026.JPG,100_0005_0026.JPG,2025-04-18 4:21:52,2,8493480,1259696329310
2023-ny-ofo/20230711-0216/Images/NY-521-120-RTK/DJI_20230711113632_0265_D.JPG,DJI_20230711113632_0265_D.JPG,2025-04-18 4:21:49,2,6840320,1259713711639
2023-ny-ofo/20230711-0216/Images/NY-521-120-RTK/DJI_20230711113943_0489_D.JPG,DJI_20230711113943_0489_D.JPG,2025-04-18 4:21:52,2,8548352,1259779019344
2023-ny-ofo/20230711-0216/Images/NY-521-120-RTK/DJI_20230711114259_0720_D.JPG,DJI_20230711114259_0720_D.JPG,2025-04-18 4:21:50,2,8126464,1259816189972
2023-ny-ofo/20230711-0216/Images/NY-521-120-RTK/DJI_20230711114521_0887_D.JPG,DJI_20230711114521_0887_D.JPG,2025-04-18 4:21:51,2,7540736,1259839273734
2023-ny-ofo/20230711-0218/Images/NY-521-70-NS-RTK/100_0001_0065.JPG,100_0001_0065.JPG,2025-04-18 4:54:35,2,8565539,1259723599632
2023-ny-ofo/20230711-0218/Images/NY-521-70-NS-RTK/100_0001_0157.JPG,100_0001_0157.JPG,2025-04-18 4:54:35,2,8589142,1259764815278
2023-ny-ofo/20230711-0218/Images/NY-521-70-NS-RTK/100_0002_0030.JPG,100_0002_0030.JPG,2025-04-18 4:54:35,2,8531853,1259774525725
2023-ny-ofo/20230720-0213/Images/TN-01-P2-120-RTK/100_0002_0082.JPG,100_0002_0082.JPG,2025-04-18 4:52:31,2,8508177,1327974478977
2023-ny-ofo/20230720-0213/Images/TN-01-P2-120-RTK/100_0002_0155.JPG,100_0002_0155.JPG,2025-04-18 4:52:31,2,8731366,1327977829547
2023-ny-ofo/20230720-0213/Images/TN-01-P2-120-RTK/100_0002_0320.JPG,100_0002_0320.JPG,2025-04-18 4:52:33,2,8743794,1327975494760
2023-ny-ofo/20230720-0214/Images/TN-01-P2-80-EW-RTK/100_0005_0135.JPG,100_0005_0135.JPG,2025-04-18 5:07:36,2,8648521,1327951964683
2023-ny-ofo/20230720-0214/Images/TN-01-P2-80-EW-RTK/100_0005_0215.JPG,100_0005_0215.JPG,2025-04-18 5:07:36,2,8786778,1327948168652
